hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
Hotel Riu Plaza New York Times Square,#149 of 479 Hotels in New York City,152,4 Star Hotel,307 W 46th St,"New York City, NY 10036-3810","2,946 reviews",40,"['All reviews', 'frosted glass', 'times square', 'new york', 'great location', 'restaurant row', 'breakfast was included', 'grab and go', 'modern hotel', 'sliding door', 'family room', ""hell's kitchen"", 'mini fridge', 'high floor', 'sofa bed', 'central park', 'hudson river', 'late check']"
Four Points by Sheraton Manhattan Midtown West,#186 of 479 Hotels in New York City,190,3 Star Hotel,444 10th Ave,"New York City, NY 10001-1405",156 reviews,45,"['All reviews', 'javits center', 'hudson yards', 'penn station', 'front desk', 'the high line', 'spg hotels', 'skylight diner', 'avocado toast', 'bar downstairs is', 'west side', 'minute walk', 'overnight stay', 'attending a conference', 'highly recommend this property', 'nyc room', 'shampoo and conditioner', 'new york']"
The Premier Times Square by Millennium,#221 of 479 Hotels in New York City,183,4 Star Hotel,133 W 44th St,"New York City, NY 10036-4012",947 reviews,40,"['All reviews', 'times square', 'monique madison', 'continental breakfast', 'new york', 'cocktail hour', 'separate shower', 'bagels', 'hard boiled eggs', 'evening reception', 'fresh fruit', 'floor to ceiling windows', 'good size', 'nice amenities', 'broadway theaters', 'rooms are large', 'tea and coffee', 'the room was nice']"
Hilton Garden Inn New York/Manhattan-Chelsea,#235 of 479 Hotels in New York City,149,3 Star Hotel,121 West 28th Street,"New York City, NY 10001-6102","2,209 reviews",40,"['All reviews', 'flower district', 'penn station', 'new york', 'times square', 'microwave and fridge', 'madison square garden', 'two queen beds', 'hotel is located', 'convenient location', 'would definitely stay here again', 'business center', 'front desk staff', 'empire state building', 'few blocks', 'the high line', 'city view', 'street noise']"
Holiday Inn Manhattan - Financial District,#259 of 479 Hotels in New York City,144,4 Star Hotel,99 Washington Street,"New York City, NY 10006-1805","1,598 reviews",40,"['All reviews', 'wall street', 'battery park', 'statue of liberty', 'rector street', 'trinity church', 'freedom tower', 'hudson river', 'world trade center', 'new york', 'memorial museum', 'staten island ferry', 'dunkin donuts', 'within walking distance', 'rooms are small', 'the upper floors', 'subway station', 'high floor']"
Hilton Garden Inn New York/West 35th Street,#87 of 479 Hotels in New York City,119,3 Star Hotel,63 West 35th Street,"New York City, NY 10001-2202","5,555 reviews",45,"['All reviews', 'the empire state building', 'herald square', 'penn station', 'great location', 'times square', 'new york', 'city view', 'around the corner', 'fridge and microwave', 'front desk staff', 'few blocks', 'would definitely stay here again', 'bryant park', 'coffee maker', 'corner room', 'midtown manhattan', 'high floor']"
Radisson Martinique on Broadway,#260 of 479 Hotels in New York City,156,3 Star Hotel,49 West 32nd Street,"New York City, NY 10001-3811","5,056 reviews",40,"['All reviews', 'penn station', 'the empire state building', 'club carlson', 'great location', 'new york', 'korea town', 'times square', 'herald square', 'historic hotel', 'the penthouse', 'around the corner', 'door staff', 'coffee machine', 'central location', 'an upgrade', 'midtown manhattan', 'big apple']"
Hotel 48LEX New York,#78 of 479 Hotels in New York City,228,4 Star Hotel,517 Lexington Avenue,"New York City, NY 10017-1204","1,739 reviews",45,"['All reviews', 'second floor lounge', 'corner suite', 'new york', 'wine and cheese hour', 'floor to ceiling windows', 'boutique hotel', 'grand central station', 'grand hyatt', 'mini bar', 'coffee machine', 'great boutique', 'lounge area', 'beautiful room', 'midtown manhattan', 'street noise', 'nyc hotels', 'definitely stay here again']"
Executive Hotel LeSoleil,#134 of 479 Hotels in New York City,169,4 Star Hotel,38 W 36th St,"New York City, NY 10018-8078","1,000 reviews",45,"['All reviews', 'le soleil', 'the empire state building', 'queen suite', 'great location', 'new york', 'times square', 'hanging space', 'herald square', 'penn station', 'large bathroom', 'boutique hotel', 'bryant park', 'would definitely stay here again', 'walk in shower', 'bed was very comfortable', 'sitting area', 'coffee machine']"
Hilton Garden Inn New York Times Square South,#110 of 479 Hotels in New York City,119,3 Star Hotel,326 W 37th St,"New York City, NY 10018-4208",251 reviews,45,"['All reviews', 'penn station', 'front desk', 'times square', 'great location', 'new york', 'keurig coffee maker', 'diamond member', 'javits center', 'nice property', 'lincoln tunnel', 'mini fridge', 'storage space', 'visiting nyc', 'theater district', 'highly recommend this hotel', 'walking distance', 'special thanks']"
Arlo NoMad,#53 of 479 Hotels in New York City,136,4 Star Hotel,11 E 31st St,"New York City, NY 10016-6701",937 reviews,45,"['All reviews', 'sky room', 'rooftop bar', 'the empire state building', 'rooms are small', 'micro hotel', 'floor to ceiling windows', 'new york', 'bunk room', 'cool vibe', 'large suitcases', 'cool hotel', 'city view', 'amazing hotel', 'special thanks', 'perfect stay', 'penn station', 'central location']"
Four Points by Sheraton Midtown - Times Square,#211 of 479 Hotels in New York City,115,3 Star Hotel,326 W 40th St,"New York City, NY 10018-1404","2,409 reviews",40,"['All reviews', 'port authority', 'parole office', 'chef alex', 'times square', 'new york', 'free bottled water', 'cupcakes', 'bus station', 'rooms are small', 'convenient location', 'few blocks', 'city view', ""hell's kitchen"", 'higher floor', 'free internet', 'king bed', 'decent size']"
Hotel Wales,#199 of 479 Hotels in New York City,215,3 Star Hotel,1295 Madison Ave,"New York City, NY 10128-1301",885 reviews,40,"['All reviews', 'upper east side', 'madison avenue', 'museum mile', 'central park', 'sinai hospital', 'cooper hewitt', 'rooftop terrace', 'new york', 'hour coffee', 'free coffee and tea', 'metropolitan museum of art', 'boutique hotel', 'king suite', 'great neighborhood', 'sitting room', 'front desk staff', 'lounge area']"
"Gild Hall, a Thompson Hotel",#33 of 479 Hotels in New York City,144,4 Star Hotel,"15 Gold Street, Main Entrance on Platt Street","New York City, NY 10038-4803","1,920 reviews",45,"['All reviews', 'the financial district', 'fulton street subway', 'wall street', 'felice restaurant', 'gold street', 'new york', 'lower manhattan', 'boutique hotel', 'frosted glass', 'battery park', 'quiet location', 'world trade center', 'king suite', 'bathroom door', 'great boutique', 'front desk staff', 'business trip']"
Carvi Hotel New York,#213 of 479 Hotels in New York City,169,3 Star Hotel,152 E 55th St,"New York City, NY 10022-4513",623 reviews,40,"['All reviews', 'no window', 'central park', 'pj clarkes', 'new york', 'small hotel', 'free wifi', 'comfortable bed', 'times square', 'stay there again', 'lexington avenue', 'walking distance', 'excellent location', 'restaurants and bars', 'stayed for nights', 'roof terrace', 'good size', 'rooms are clean']"
Ameritania Hotel,#137 of 479 Hotels in New York City,207,3 Star Hotel,230 West 54th Street,"New York City, NY 10019-5594","6,093 reviews",45,"['All reviews', 'central park', 'great location', 'times square', 'new york', 'door staff', 'free wifi', 'around the corner', 'few blocks', 'special thanks', 'would definitely stay here again', 'street noise', 'corner room', 'two double beds', 'small room', 'the theater district', 'big apple', 'subway station']"
Broadway Plaza Hotel,#130 of 479 Hotels in New York City,152,3 Star Hotel,1155 Broadway,"New York City, NY 10001-7516","1,552 reviews",40,"['All reviews', 'breakfast room', 'view of the empire state building', 'bagels', 'new york', 'the flat iron building', 'times square', 'tea and coffee', 'free continental breakfast', 'subway station', 'large bathroom', 'stayed here for nights', 'fourth floor', 'two queen beds', 'good size', 'few blocks', 'junior suite', 'would definitely stay here again']"
Hilton Garden Inn Times Square,#167 of 479 Hotels in New York City,114,3 Star Hotel,790 Eighth Avenue,"New York City, NY 10019-7568","7,871 reviews",45,"['All reviews', 'times square', 'pigalle restaurant', 'great location', 'food emporium', 'new york', 'fire station', 'fridge and microwave', 'attached restaurant', 'central park', 'around the corner', 'the theater district', 'within walking distance', 'restaurant row', 'street noise', ""hell's kitchen"", 'higher floor', 'would definitely stay here again']"
Hilton Garden Inn New York/Midtown Park Ave,#153 of 479 Hotels in New York City,145,3 Star Hotel,45 E 33rd St,"New York City, NY 10016-5336","1,274 reviews",45,"['All reviews', 'the empire state building', 'great location', 'new york', 'attached restaurant', 'subway station', 'herald square', 'front desk staff', 'city view', 'would stay here again', 'rooms are small', 'mini fridge', 'coffee machine', 'nyc hotels', 'big apple', 'few blocks', 'central location', 'high floor']"
414 Hotel,#4 of 479 Hotels in New York City,194,3 Star Hotel,414 West 46th Street,"New York City, NY 10036-3505","1,532 reviews",45,"['All reviews', 'restaurant row', 'other guests', 'no elevator', 'wine and cheese', 'susan and andrew', 'daily newsletter', 'breakfast and happy hour', 'new york', 'times square', ""hell's kitchen"", 'bed and breakfast', 'quiet street', 'home away from home', 'bagels', 'the theater district', 'nice breakfast', 'each morning']"
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,#96 of 479 Hotels in New York City,151,3 Star Hotel,6 Water St,"New York City, NY 10004-2113",238 reviews,45,"['All reviews', 'the staten island ferry', 'battery park', 'great hotel', ""governor's island"", 'dead rabbit', 'charging bull', 'water street', 'front desk', 'american indian museum', 'laptop safe', 'fraunces tavern', 'brand spanking new', 'ironing board and iron', 'close to wall street', 'south street seaport', 'booked a king room', 'statue of liberty']"
The Wall Street Inn,#174 of 479 Hotels in New York City,134,3 Star Hotel,9 S William St,New York,551 reviews,40,"['All reviews', 'the financial district', 'battery park', 'continental breakfast', 'bagels', 'lower manhattan', 'staten island ferry', 'fraunces tavern', 'stock exchange', 'hard boiled eggs', 'south street seaport', 'statue of liberty', 'new york', 'quaint hotel', 'restaurants and bars', 'waffle maker', 'ny times', 'corner room']"
Best Western Premier Herald Square,#82 of 479 Hotels in New York City,132,3 Star Hotel,50 W 36th Street,"New York City, NY 10018-8029","2,122 reviews",45,"['All reviews', 'great location', 'the empire state building', 'new york', 'penn station', 'breakfast room', 'rooms are small', 'free breakfast', 'around the corner', 'bagels', 'would definitely stay here again', 'each morning', 'front desk staff', 'tea and coffee', 'midtown manhattan', 'clean hotel', 'bryant park', 'two double beds']"
"Club Quarters Hotel, Wall Street",#190 of 479 Hotels in New York City,134,4 Star Hotel,52 William St,"New York City, NY 10005-2876","1,781 reviews",40,"['All reviews', 'the financial district', 'purified water', 'stock exchange', 'new york', 'south street seaport', 'lower manhattan', 'battery park', 'staten island ferry', 'world trade center', 'statue of liberty', 'subway station', 'free wifi', 'around the corner', 'duane reade', 'queen bed', 'business traveler', 'quiet at night']"
Fairfield Inn & Suites New York Manhattan/Downtown East,#252 of 479 Hotels in New York City,157,2 Star Hotel,95 Henry St,"New York City, NY 10002-7012",426 reviews,40,"['All reviews', 'chinatown area', 'chinese supermarket', 'lower east side', 'brooklyn bridge', 'henry st', 'f line', 'new york', 'microwave and fridge', 'waffle maker', 'subway train', 'breakfast area', 'late at night', 'minute walk', 'bagels', 'breakfast staff', 'financial district', 'rooms were very clean']"
World Center Hotel,#121 of 479 Hotels in New York City,134,4 Star Hotel,144 Washington Street,"New York City, NY 10006-1030","1,093 reviews",45,"['All reviews', 'freedom tower', 'battery park', 'the financial district', 'memorial site', 'memorial pools', 'filtered water', 'club quarters', 'wall street', 'trade center', 'great hotel', 'rooftop restaurant', 'new york', 'trinity church', 'lower manhattan', 'ground zero', 'statue of liberty', 'world trade']"
The Lex NYC,#44 of 479 Hotels in New York City,179,3 Star Hotel,67 Lexington Ave,"New York City, NY 10010-1833",796 reviews,45,"['All reviews', 'madison square park', 'blue smoke', 'new york', 'cozy queen', 'small balcony', 'continental breakfast', 'flatiron district', 'a small boutique hotel', 'shake shack', 'comfortable bed', 'would definitely stay here again', 'each morning', 'bottled water', 'front desk staff', 'loved this hotel', 'convenient location', 'few blocks']"
Holiday Inn NYC - Lower East Side,#219 of 479 Hotels in New York City,153,4 Star Hotel,150 Delancey Street,"New York City, NY 10002-3308",752 reviews,40,"['All reviews', 'williamsburg bridge', 'delancey street', 'subway station', 'retro bar', 'essex st', 'walking distance to chinatown', 'tenement museum', 'new york', 'front desk staff', 'few blocks', 'bed was comfortable', 'rooms are modern', 'restaurants and bars', 'would definitely stay here again', 'the hotel is clean', 'late at night', 'staff was very friendly and helpful']"
EVEN Hotel Times Square South,#16 of 479 Hotels in New York City,179,4 Star Hotel,321 West 35th St,"New York City, NY 10001-1739","1,252 reviews",45,"['All reviews', 'exercise equipment', 'yoga mat', 'penn station', 'ping pong', 'cork floors', 'great hotel', 'times square', 'madison square garden', 'new york', 'body wash', 'filtered water', 'sliding door', 'javits center', 'the high line', 'modern hotel', 'rain shower', 'would definitely stay here again']"
Innside by Melia New York NoMad,#125 of 479 Hotels in New York City,159,4 Star Hotel,132 W 27th St,"New York City, NY 10001-6202","2,311 reviews",45,"['All reviews', 'nespresso machine', 'new york', 'complimentary beverages', 'great hotel', 'frosted glass', 'modern hotel', 'penn station', 'mini bar', 'view of the empire state building', 'the high line', 'walking distance', 'loved this hotel', 'madison square garden', 'nyc hotel', 'times square', 'location was perfect', 'few blocks']"
Renaissance New York Midtown Hotel,#111 of 479 Hotels in New York City,175,4 Star Hotel,218 W 35th St,"New York City, NY 10001-2562",916 reviews,45,"['All reviews', 'planet fitness', 'penn station', 'frosted glass', 'madison square garden', 'skyline view', 'the concierge lounge', 'marriott properties', 'times square', 'modern hotel', 'new york', 'statue of liberty', 'platinum member', 'rain shower', 'street level', 'bagels', 'bell staff', 'high floor']"
The Roger,#142 of 479 Hotels in New York City,189,4 Star Hotel,131 Madison Ave,At 31st Street,"3,633 reviews",45,"['All reviews', 'new york', 'boutique hotel', 'terrace room', 'the empire state building', 'madison avenue', 'great boutique', 'wine hour', 'the penthouse', 'business trip', 'mini bar', 'enjoyed my stay', 'location was perfect', 'penn station', 'rooms are small', 'times square', 'central park', 'lobby']"
"The Bernic Hotel New York City, Tapestry Collection by Hilton",#57 of 479 Hotels in New York City,206,4 Star Hotel,145 E 47th St,"New York City, NY 10017-2007",431 reviews,45,"['All reviews', 'nespresso machine', 'heated floors', 'apple tv', 'balcony room', 'david lopez', 'front desk', 'new york', 'boutique hotel', 'small balcony', 'grand central station', 'rooftop bar', 'the general manager', 'comfortable bed', 'the penthouse', 'great shower', 'great boutique', 'a great stay']"
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,#185 of 479 Hotels in New York City,179,3 Star Hotel,25 W 37th St,"New York City, NY 10018-6224","1,101 reviews",45,"['All reviews', 'the empire state building', 'bryant park', 'great location', 'times square', 'the breakfast area', 'new york', 'bagels', 'free breakfast', 'frosted glass', 'herald square', 'would stay here again', 'penn station', 'bathroom door', 'front desk staff', 'few blocks', 'fifth avenue', 'midtown manhattan']"
Sago Hotel,#222 of 479 Hotels in New York City,201,4 Star Hotel,120 Allen St,"New York City, NY 10002-3004",122 reviews,45,"['All reviews', 'sago', 'lower east side', 'day bed', 'wine and cheese', 'east village', 'tenement museum', 'floor suite', 'delancey essex', 'picture window', 'russ and daughters', 'great neighborhoods', 'free upgrade to a suite', 'stove top', 'every afternoon', 'new york', 'bars and restaurants', 'keurig coffee maker']"
The Time New York,#86 of 479 Hotels in New York City,183,4 Star Hotel,224 W 49th St,"New York City, NY 10019-7405",772 reviews,45,"['All reviews', 'tv in the mirror', 'book of mormon', 'lobby ambassador', 'superior suite', 'times square', 'new york', 'serafina restaurant', 'free wine and cheese', 'the theater district', 'broadway show', 'perfect location', 'special thanks', 'around the corner', 'amazing hotel', 'boutique hotel', 'bottle of champagne', 'home away from home']"
Hyatt Herald Square New York,#206 of 479 Hotels in New York City,149,4 Star Hotel,30 W 31st St,"New York City, NY 10001-4403","1,097 reviews",40,"['All reviews', 'rooftop bar', 'the empire state building', 'penn station', 'new york', 'korea town', 'rooms are small', 'storage space', 'holiday inn', 'modern hotel', 'convenient location', 'two blocks', 'early check', 'coffee maker', 'street noise', 'nyc hotels', 'times square', '31st']"
Hotel 50 Bowery NYC,#8 of 479 Hotels in New York City,195,4 Star Hotel,50 Bowery,"New York City, NY 10013-4801",997 reviews,50,"['All reviews', 'manhattan bridge', 'rooftop bar', 'vaughn davis', 'gold restaurant', 'new york', 'lower east side', 'canal st', 'a city view room', 'east village', 'amazing hotel', 'short walk', 'complimentary breakfast', 'financial district', 'every staff member', 'the empire state building', 'perfect stay', 'floor to ceiling windows']"
Courtyard New York Manhattan/Chelsea,#133 of 479 Hotels in New York City,135,3 Star Hotel,135 W 30th St,"New York City, NY 10001-4012",970 reviews,45,"['All reviews', 'penn station', 'great location', 'new york', 'courtyard by marriott', 'close to madison square garden', 'around the corner', 'times square', 'freedom tower', 'would definitely stay here again', 'directly across the street', 'nice shower', 'the high line', 'the empire state building', 'hotel is located', 'front desk staff', 'the staff was friendly and helpful', 'few blocks']"
Duane Street Hotel,#75 of 479 Hotels in New York City,175,4 Star Hotel,130 Duane St,"New York City, NY 10013-3808",717 reviews,45,"['All reviews', 'tribeca area', 'boutique hotel', 'st hotel', 'lower manhattan', 'chambers street', 'new york', 'rooms are small', 'brooklyn bridge', 'street noise', 'great boutique', 'world trade center', 'the financial district', 'greenwich village', 'battery park', 'business trip', 'comfortable bed', 'freedom tower']"
Chelsea Pines Inn,#127 of 479 Hotels in New York City,215,2 Star Hotel,317 West 14th Street,"New York City, NY 10014-5015","2,267 reviews",45,"['All reviews', 'the high line', 'no elevator', 'movie posters', 'greenwich village', 'meatpacking district', 'rock hudson', 'bagels', 'new york', 'movie stars', 'flights of stairs', 'every morning', 'subway station', 'fifth floor', 'fresh fruit', 'the breakfast area', 'continental breakfast', 'location is great']"
Embassy Suites by Hilton New York Midtown Manhattan,#229 of 479 Hotels in New York City,233,3 Star Hotel,60 W 37th St,"New York City, NY 10018-7401",222 reviews,40,"['All reviews', 'evening reception', 'the empire state building', 'made to order breakfast', 'needed extra pillows', 'order eggs', 'managers reception', 'omelette station', 'the complimentary happy hour', 'herald square subway station', 'free breakfast buffet', 'room wasn t', 'hot and cold items', 'the sofa bed', 'studio suite', 'small problem', 'sleeping area', 'midtown manhattan']"
Moderne Hotel,#85 of 479 Hotels in New York City,143,3 Star Hotel,243 W 55th St,"New York City, NY 10019-5202","2,063 reviews",45,"['All reviews', 'guest lounge', 'central park', 'great location', 'new york', 'times square', 'fire escape', 'brick wall', 'small hotel', 'second floor lounge', 'columbus circle', 'cupcakes', 'free coffee', ""hell's kitchen"", 'front desk staff', 'junior suite', 'lincoln center', 'king bed']"
New York Marriott Downtown,#258 of 479 Hotels in New York City,409,4 Star Hotel,85 West Street at Albany Street,at Albany Street,"1,967 reviews",40,"['All reviews', 'statue of liberty', 'battery park', 'the financial district', 'wall street', 'rector street', 'the concierge lounge', 'hudson river', 'ellis island', 'lower manhattan', 'new york', 'freedom tower', 'trinity church', 'the world trade center site', 'ground zero', 'cab ride', 'business hotel', 'west side']"
Millennium Hilton New York One UN Plaza,#227 of 479 Hotels in New York City,152,4 Star Hotel,One UN Plaza,"New York City, NY 10017",740 reviews,40,"['All reviews', 'east river', 'united nations', 'chrysler building', 'sky lounge', 'ambassador grill', 'roosevelt island', 'great hotel', 'new york', 'coffee shop in the lobby', 'grand central station', 'empire state', 'corner room', 'quiet location', 'times square', 'bedroom suite', 'min walk', 'room was spotless']"
Fairfield Inn & Suites New York Manhattan/Times Square,#262 of 479 Hotels in New York City,182,3 Star Hotel,330 W 40th St,Between 8th Ave. & 9th Ave.,"2,079 reviews",40,"['All reviews', 'port authority', 'sky room', 'times square', 'parole office', 'starbucks coffee', 'the breakfast area', 'new york', 'bagels', 'free breakfast', 'bus station', 'javits center', 'rooftop bar', 'top floor', 'rooms are small', 'breakfast staff', 'front desk staff', ""hell's kitchen""]"
Warwick New York,#140 of 479 Hotels in New York City,176,4 Star Hotel,65 West 54th Street,"New York City, NY 10019-5404","4,706 reviews",45,"['All reviews', 'central park', ""randolph's bar"", 'cary grant', 'great location', 'new york', 'times square', 'museum of modern art', 'brick wall', 'radio city music hall', 'chocolate covered strawberries', 'rockefeller center', 'few blocks', 'fifth avenue', 'upgraded to a suite', 'room was large', 'hotel bar', 'an upgrade']"
The Marcel at Gramercy,#107 of 479 Hotels in New York City,195,4 Star Hotel,201 East 24th Street,"New York City, NY 10010-3801","3,658 reviews",40,"['All reviews', 'guest lounge', 'floor lounge', 'new york', 'tenth floor', 'the empire state building', 'roof terrace', 'madison square park', 'boutique hotel', 'free coffee', 'rooms are small', 'bigger room', 'street noise', 'continental breakfast', 'an upgrade', 'corner room', 'higher floor', 'location was perfect']"
"The Lexington Hotel, Autograph Collection",#238 of 479 Hotels in New York City,120,4 Star Hotel,511 Lexington Avenue,at 48th Street,"4,408 reviews",40,"['All reviews', 'marilyn monroe', 'starbucks attached', 'irina borukhov', 'great location', 'new york', 'marriott properties', 'grand central station', 'nice lobby', 'times square', 'rooms are small', 'art deco', 'king room', 'bottled water', 'lobby area', 'rockefeller center', 'street noise', 'few blocks']"
Edge Hotel,#41 of 479 Hotels in New York City,169,3 Star Hotel,514 W 168th St,"New York City, NY 10032-4103",323 reviews,45,"['All reviews', 'washington heights', 'presbyterian hospital', 'medical center', 'front desk', 'hospital stay', 'continental breakfast', 'uptown manhattan', 'new york', 'modern boutique hotel', 'exercise room', 'hotel is spotless', 'meeting room', 'great hotel', 'european feel', 'rooms are small', 'hard boiled eggs', 'safe neighborhood']"
The Frederick Hotel,#200 of 479 Hotels in New York City,178,4 Star Hotel,95 West Broadway,At Chambers Street,"2,151 reviews",40,"['All reviews', 'cosmopolitan hotel', 'chambers street', 'west broadway', 'subway station', 'tribeca area', 'great location', 'brooklyn bridge', 'new york', 'battery park', 'lower manhattan', 'world trade center', 'rooms are small', 'double bed', 'walking distance', 'street noise', 'the financial district', 'air conditioner']"
Hotel Shocard at Times Square,#178 of 479 Hotels in New York City,189,3 Star Hotel,206 West 41th Street,"New York City, NY 10036-7203",350 reviews,40,"['All reviews', 'times square', 'cupcakes', 'bar restaurant attached', 'new york', 'rooms are small', 'penthouse suite', 'no natural light', 'last minute trip', 'boutique hotel', 'subway access', 'pull out couch', 'broadway show', 'bed and pillows', 'nice bathroom', 'coffee maker in the room', 'would definitely stay here again', 'ironing board']"
The Leon Hotel,#189 of 479 Hotels in New York City,150,3 Star Hotel,125 Canal St,"New York City, NY 10002-5049",434 reviews,45,"['All reviews', 'manhattan bridge', 'grand st', 'lower east side', 'loft suite', 'close to china town', 'new york', 'east village', 'window sill', 'keurig coffee maker', 'on demand', 'walking distance', 'vending machine', 'family room', 'freedom tower', 'good size', 'the financial district', 'comfortable beds']"
YOTEL New York,#173 of 479 Hotels in New York City,98,4 Star Hotel,570 10th Avenue,(West 42nd Street),"11,854 reviews",45,"['All reviews', 'mission control', 'the galley', 'free muffins', 'times square', 'new york', 'fourth floor', 'rooms are small', 'your luggage', 'port authority', 'javits center', 'cool hotel', ""hell's kitchen"", 'tea coffee', 'hudson river', 'queen bed', 'few blocks', 'loved this hotel']"
Seton Hotel,#209 of 479 Hotels in New York City,160,3 Star Hotel,144 East 40th Street,"New York City, NY 10016-1762",861 reviews,40,"['All reviews', 'shared bathroom', 'grand central station', 'economy room', 'great location', 'new york', 'free tea and coffee', 'times square', 'vending machine', 'chrysler building', 'within walking distance', 'shake shack', 'around the corner', 'the ground floor', 'empire state', 'double room', 'stayed for nights', 'two blocks']"
"Club Quarters Hotel, Times Square -Midtown",#203 of 479 Hotels in New York City,134,4 Star Hotel,40 W 45th St,"New York City, NY 10036-4261","1,808 reviews",40,"['All reviews', 'great location', 'times square', 'new york', 'filtered water', 'rockefeller center', 'rooms are small', 'free coffee', 'lounge area', 'bed was comfortable', 'grand central station', 'standard room', 'air conditioner', 'bryant park', 'fifth avenue', 'few blocks', 'street noise', 'around the corner']"
Hotel Boutique At Grand Central,#93 of 479 Hotels in New York City,188,4 Star Hotel,447 Lexington Ave,128 East 45th Street,713 reviews,45,"['All reviews', 'club quarters', 'lexington avenue', 'cereal bars', 'great location', 'filtered water', 'top floor', 'chrysler building', 'new york', 'coffee machine', 'free wifi', 'floor lounge', 'central station', 'rooftop terrace', 'business center', 'club room', 'living room', 'rooms are small']"
Courtyard New York Downtown Manhattan / World Trade Center Area,#217 of 479 Hotels in New York City,149,3 Star Hotel,133 Greenwich Street,"New York City, NY 10006",494 reviews,40,"['All reviews', 'freedom tower', 'battery park', 'wtc memorial', 'great location', 'courtyard marriott', 'rector street', 'the financial district', 'brookfield place', 'wall street', 'new york', 'marriott rewards', 'floor lounge', 'construction work', 'brooklyn bridge', 'corner room', 'statue of liberty', 'safe area']"
Staybridge Suites Times Square - New York City,#195 of 479 Hotels in New York City,153,3 Star Hotel,340 West 40th Street,"New York City, NY 10018-1404","6,066 reviews",45,"['All reviews', 'port authority', 'parole office', 'times square', 'free laundry', 'new york', 'full size fridge', 'fridge freezer', 'stove top', 'bus station', 'small kitchen', 'never felt unsafe', 'the breakfast area', 'bagels', 'complimentary breakfast', 'lower floor', ""hell's kitchen"", 'few blocks']"
Royalton Park Avenue,#158 of 479 Hotels in New York City,230,4 Star Hotel,420 Park Avenue South,29th Street Main Entrance,"2,552 reviews",45,"['All reviews', 'rooftop pool', 'gansevoort hotel', 'exhale spa', 'grand deluxe room', 'new york', 'the empire state building', 'trendy hotel', 'hotel guests', 'amazing hotel', 'union square', 'mini bar', 'nyc hotel', 'by nyc standards', 'location was perfect', 'subway station', 'times square', 'concierge']"
Dream Downtown,#179 of 479 Hotels in New York City,177,4 Star Hotel,355 West 16th Street,Near 9th Ave,"3,879 reviews",45,"['All reviews', 'chelsea market', 'meatpacking district', 'bodega negra', 'electric room', 'dream team', 'rooftop bar', 'the meat packing district', 'new york', 'trendy hotel', 'fun hotel', 'the high line', 'night life', 'guest services', 'amazing hotel', 'view of the empire state building', 'king room', 'rooms are small']"
Hotel on Rivington,#228 of 479 Hotels in New York City,203,4 Star Hotel,107 Rivington St,"New York City, NY 10002-2203","1,523 reviews",40,"['All reviews', 'lower east side', 'floor to ceiling windows', 'soaking tub', 'corner king', 'steam shower', 'williamsburg bridge', 'high floor', 'new york', 'memory foam', 'bars and restaurants', 'complimentary wine', 'trendy hotel', 'the penthouse', 'turn down service', 'mini bar', 'freedom tower', 'around the corner']"
NOMO SOHO Hotel,#269 of 479 Hotels in New York City,233,4 Star Hotel,9 Crosby Street,"New York City, NY 10013","1,333 reviews",40,"['All reviews', 'crosby street', 'new york', 'floor to ceiling windows', 'cool hotel', 'room service', 'brooklyn bridge', 'concierge service', 'rooms are small', 'corner room', 'lower manhattan', 'amazing hotel', 'higher floor', 'the location is perfect', 'mondrian', 'isaiah', 'nyc', 'hip']"
Crowne Plaza HY36 Midtown Manhattan,#29 of 479 Hotels in New York City,159,4 Star Hotel,320 W 36th St,"New York City, NY 10018-7598",432 reviews,45,"['All reviews', 'penn station', 'hudson yards', 'loved the modern decor', 'breakfast vouchers', 'times square', 'new york', 'spacious shower', 'drink vouchers', 'javits center', 'front desk staff', 'pleasure of staying', 'madison square garden', 'midtown manhattan', 'the high line', 'major attractions', 'ironing board', 'walk in shower']"
Omni Berkshire Place,#116 of 479 Hotels in New York City,197,4 Star Hotel,21 E 52nd St,at Madison Ave,"4,370 reviews",45,"['All reviews', 'select guest', 'loyalty program', 'central park', 'great location', 'new york', 'rockefeller center', 'madison ave', ""patrick's cathedral"", 'times square', 'free wifi', 'each morning', 'concierge staff', 'turn down service', 'midtown location', 'wonderful hotel', 'by nyc standards', 'around the corner']"
InterContinental New York Times Square,#207 of 479 Hotels in New York City,199,5 Star Hotel,300 W 44th Street,"New York City, NY 10036-5419","6,002 reviews",45,"['All reviews', 'sky view room', 'times square', 'ambassador member', 'shake shack', 'new york', 'corner room', 'rain shower', 'subway entrance', 'higher floor', 'mini bar', 'hudson river', ""hell's kitchen"", 'late check', 'an upgrade', 'the theater district', 'around the corner', 'coffee machine']"
Hyatt Place New York Midtown South,#184 of 479 Hotels in New York City,199,3 Star Hotel,52 W 36th St # 54,"New York City, NY 10018-8029","2,234 reviews",40,"['All reviews', 'the empire state building', 'great location', 'herald square', 'free breakfast', 'new york', 'times square', 'penn station', 'good size', 'sofa bed', 'bryant park', 'around the corner', 'the breakfast area', 'would stay here again', 'higher floor', 'street noise', 'yogurt', 'central location']"
