hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
The Wagner at the Battery,#118 of 479 Hotels in New York City,239,5 Star Hotel,Two West Street,"New York City, NY 10004","2,441 reviews",45,"['All reviews', 'the ritz carlton', 'statue of liberty', 'battery park', 'club level', 'harbor view room', 'ellis island', 'wall street', 'new york', 'lower manhattan', 'the financial district', 'hudson river', 'room service', 'in room dining', 'quiet location', 'freedom tower', 'cupcakes', 'four seasons']"
Hampton Inn Manhattan-Times Square North,#192 of 479 Hotels in New York City,188,3 Star Hotel,851 8th Avenue,"New York City, NY 10019-6237","5,957 reviews",45,"['All reviews', 'central park', 'times square', 'free breakfast', 'great location', 'rite aid', 'new york', 'breakfast room', 'hot breakfast', 'yogurt', 'rockefeller center', 'few blocks', ""hell's kitchen"", 'two queen beds', 'broadway theaters', 'parking garage', 'subway station', 'room was large']"
Stewart Hotel,#182 of 479 Hotels in New York City,188,4 Star Hotel,371 Seventh Ave,"New York City, NY 10001-3984","6,155 reviews",40,"['All reviews', 'affinia manhattan', 'penn station', 'madison square garden', 'niles restaurant', 'front desk', 'new york', 'one bedroom suite', 'times square', 'wine hour', 'street noise', 'an upgrade', 'sofa bed', 'city that never sleeps', 'empire state building', 'light sleeper', 'central location', 'upon check']"
The Bryant Park Hotel,#5 of 479 Hotels in New York City,345,4 Star Hotel,40 West 40th Street,"New York City, NY 10018-2602","4,014 reviews",45,"['All reviews', 'cellar bar', 'koi restaurant', 'molton brown products', 'darren sumner', 'skating rink', 'new york', 'junior suite', 'times square', 'free happy hour', 'the ny public library', 'park view', 'hardwood floors', 'huge bathroom', 'perfect location', 'hotel guests', 'turn down service', 'bottle of champagne']"
Hampton Inn Manhattan / Times Square Central,#62 of 479 Hotels in New York City,209,3 Star Hotel,220 West 41st St.,"New York City, NY 10036-7203","2,336 reviews",45,"['All reviews', 'times square', 'great location', 'front desk', 'new york', 'free breakfast', 'breakfast room', 'breakfast staff', 'port authority', 'lower floor', 'yogurt', 'would definitely stay here again', 'city view', 'subway station', 'clean hotel', 'each morning', 'the theater district', 'bryant park']"
Hilton Garden Inn New York/Manhattan-Midtown East,#214 of 479 Hotels in New York City,234,3 Star Hotel,206 E 52nd St,"New York City, NY 10022-6201","1,420 reviews",40,"['All reviews', 'great location', 'new york', 'ess a bagel', 'two queen beds', 'city view', 'times square', 'walking distance', 'around the corner', 'central park', 'rooms are small', 'subway stop', 'clean hotel', 'definitely stay here again', 'mini fridge', 'few blocks', 'coffee machine', 'higher floor']"
The Westin New York at Times Square,#232 of 479 Hotels in New York City,294,4 Star Hotel,270 West 43rd Street,At 8th Avenue,"3,219 reviews",40,"['All reviews', 'times square', 'new york', 'great location', 'corner room', 'hudson river', 'port authority', 'an upgrade', 'higher floor', 'the theater district', 'mini bar', 'central location', 'great room', 'the empire state building', 'around the corner', 'big apple', 'street noise', 'subway station']"
Shelburne Hotel & Suites by Affinia,#193 of 479 Hotels in New York City,224,4 Star Hotel,303 Lexington Ave,"New York City, NY 10016-3165","5,169 reviews",45,"['All reviews', 'murray hill', 'rooftop bar', 'the empire state building', 'grand central station', 'rare bar and grill', ""scotty's diner"", 'pillow menu', 'new york', 'wine hour', 'one bedroom suite', 'lexington avenue', 'few blocks', 'small kitchen', 'times square', 'two queen beds', 'hotel restaurant', 'coffee maker']"
Novotel New York Times Square,#162 of 479 Hotels in New York City,213,4 Star Hotel,226 W 52nd Street,"New York City, NY 10019-5802","6,451 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'central park', 'street level', 'ball drop', 'good size', 'duane reade', 'modern hotel', 'hudson river', 'coffee machine', 'high floor', 'would highly recommend this hotel', 'two double beds', 'few blocks', 'rockefeller center', 'big apple']"
Room Mate Grace,#84 of 479 Hotels in New York City,194,3 Star Hotel,125 West 45th Street,"New York City, NY 10036-4004","1,364 reviews",45,"['All reviews', 'indoor pool', 'portable wifi', 'times square', 'swim up bar', 'recommend room', 'great location', 'new york', 'triple room', 'boutique hotel', 'literally a minute walk', 'huge shower', 'rooms are small', 'bunk beds', 'would definitely stay here again', 'good size', 'great amenities', 'check in was quick']"
Hyatt Centric Times Square New York,#67 of 479 Hotels in New York City,284,4 Star Hotel,135 West 45th Street,"New York City, NY 10036-4004","4,725 reviews",45,"['All reviews', 'rooftop bar', 'times square', 'great location', 'new york', 'heated floors', 'floor to ceiling windows', 'rain shower', 'high floor', 'modern hotel', 'freedom tower', 'chrysler building', 'big apple', 'hotel restaurant', 'broadway show', 'the theater district', 'bryant park', 'by nyc standards']"
Hampton Inn Manhattan - Madison Square Garden Area,#148 of 479 Hotels in New York City,195,3 Star Hotel,116 West 31st Street,"New York City, NY 10001-3401","2,146 reviews",40,"['All reviews', 'penn station', 'great location', 'new york', 'free breakfast', 'rooms are small', 'warm cookies', 'the breakfast area', 'yogurt', 'the empire state building', 'front desk staff', 'two double beds', 'would definitely stay here again', 'around the corner', 'would highly recommend this hotel', 'few blocks', 'central location', 'nyc hotels']"
Renaissance New York Times Square Hotel,#226 of 479 Hotels in New York City,280,4 Star Hotel,Two Times Square,714 Seventh Avenue at W. 48th Street,"2,559 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'marriott marquis', 'tkts booth', 'street level', 'concierge lounge', 'main lobby', 'broadway show', 'lounge area', 'rockefeller center', 'nice size', 'high floor', 'hotel bar', 'central park', 'subway station', 'big apple']"
The Premier Times Square by Millennium,#221 of 479 Hotels in New York City,217,4 Star Hotel,133 W 44th St,"New York City, NY 10036-4012",947 reviews,40,"['All reviews', 'times square', 'monique madison', 'continental breakfast', 'new york', 'cocktail hour', 'separate shower', 'bagels', 'hard boiled eggs', 'evening reception', 'fresh fruit', 'floor to ceiling windows', 'good size', 'nice amenities', 'broadway theaters', 'rooms are large', 'tea and coffee', 'the room was nice']"
InterContinental New York Times Square,#207 of 479 Hotels in New York City,304,5 Star Hotel,300 W 44th Street,"New York City, NY 10036-5419","6,002 reviews",45,"['All reviews', 'sky view room', 'times square', 'ambassador member', 'shake shack', 'new york', 'corner room', 'rain shower', 'subway entrance', 'higher floor', 'mini bar', 'hudson river', ""hell's kitchen"", 'late check', 'an upgrade', 'the theater district', 'around the corner', 'coffee machine']"
The High Line Hotel,#97 of 479 Hotels in New York City,329,4 Star Hotel,180 10th Ave,at 20th Street,720 reviews,45,"['All reviews', 'chelsea market', 'intelligentsia coffee', 'coffee bar in the lobby', 'complimentary bikes', 'new york', 'chelsea area', 'whitney museum', 'well stocked mini bar', 'deluxe king', 'charming hotel', 'small lobby', 'great neighborhood', 'favorite hotel', 'west side', 'hotel lobby', 'hotel guests', 'water pressure']"
Hilton Garden Inn New York/Tribeca,#201 of 479 Hotels in New York City,197,3 Star Hotel,39 Avenue of the Americas,"New York City, NY 10013-2201","1,571 reviews",40,"['All reviews', 'canal street', 'great location', 'holland tunnel', 'new york', 'subway station', 'greenwich village', 'easy access', 'lower manhattan', 'front desk staff', 'walking distance', 'fridge and microwave', 'financial district', 'good size', 'would definitely stay here again', 'business trip', 'battery park', 'business center']"
AKA Wall Street,#88 of 479 Hotels in New York City,365,4 Star Hotel,84 William St,"New York, NY",146 reviews,45,"['All reviews', 'the financial district', 'home away from home', 'full kitchen', 'federal grill', 'long stay', 'blue ribbon', 'rooftop lounge', 'federal reserve', 'spacious apartment', 'world trade', 'louise nevelson', 'limited housekeeping', 'quality towels', 'fulton street subway', 'business trip', 'stayed in times square', 'laundry room']"
Four Points by Sheraton Midtown - Times Square,#211 of 479 Hotels in New York City,180,3 Star Hotel,326 W 40th St,"New York City, NY 10018-1404","2,409 reviews",40,"['All reviews', 'port authority', 'parole office', 'chef alex', 'times square', 'new york', 'free bottled water', 'cupcakes', 'bus station', 'rooms are small', 'convenient location', 'few blocks', 'city view', ""hell's kitchen"", 'higher floor', 'free internet', 'king bed', 'decent size']"
Washington Square Hotel,#138 of 479 Hotels in New York City,329,3 Star Hotel,103 Waverly Place,"New York City, NY 10011-9194","1,594 reviews",40,"['All reviews', 'greenwich village', 'continental breakfast', 'waverly place', 'bob dylan', 'visiting nyu', 'bagels', 'great location', 'new york', 'rooms are small', 'art deco', 'deluxe room', 'fresh fruit', 'boutique hotel', 'brick wall', 'around the corner', 'lower manhattan', 'street noise']"
The Jewel facing Rockefeller Center,#69 of 479 Hotels in New York City,215,4 Star Hotel,11 West 51 Street,"New York City, NY 10019-6994","2,296 reviews",45,"['All reviews', 'rockefeller center', 'radio city music hall', 'purified water', 'terrace club', 'club quarters', 'great location', ""patrick's cathedral"", 'central park', 'new york', 'times square', 'sister hotel', 'living room', 'nbc studios', 'free wifi', 'coffee machine', 'top of the rock', 'fifth avenue']"
"Club Quarters Hotel, World Trade Center",#109 of 479 Hotels in New York City,188,4 Star Hotel,140 Washington St,"New York City, NY 10006-1071","1,728 reviews",45,"['All reviews', 'wtc memorial', 'the financial district', 'memorial pools', 'battery park', 'freedom tower', 'filtered water', 'rooftop restaurant', 'wall street', 'rector street', 'lower manhattan', 'new york', 'ground zero', 'construction site', 'statue of liberty', 'top floor', 'free coffee', 'great amenities']"
The Maritime Hotel,#74 of 479 Hotels in New York City,295,4 Star Hotel,363 W 16th St,"New York City, NY 10011-5902",711 reviews,45,"['All reviews', 'chelsea market', 'porthole windows', 'meatpacking district', 'the high line', 'mario batali restaurant', 'rooms are small', 'whitney museum', 'new york', 'room service', 'hudson river', 'the penthouse', 'continental breakfast', 'bath products', 'business traveler', 'rain shower', 'home away from home', 'wine and cheese']"
Hotel Mulberry,#147 of 479 Hotels in New York City,199,3 Star Hotel,52 Mulberry St,"New York City, NY 10013-4315",631 reviews,45,"['All reviews', 'columbus park', 'canal street', 'freedom tower', 'free breakfast', 'little italy', ""mama's cafe"", 'new york', 'breakfast is served', 'parking garage', 'every morning', 'short walk', 'modern bathroom', 'lower manhattan', 'small hotel', 'battery park', 'beds were very comfortable', 'world trade']"
"The Ritz-Carlton New York, Central Park",#51 of 479 Hotels in New York City,825,5 Star Hotel,50 Central Park South,"New York City, NY 10019","1,649 reviews",45,"['All reviews', 'the club lounge', 'central park', 'star lounge', 'park view', 'new york', 'guest relations', 'four seasons', 'room service', 'beautiful hotel', 'concierge staff', 'beautiful room', 'luxury hotel', 'a wonderful stay', 'columbus circle', 'battery park', 'the entire staff', 'turn down service']"
Baccarat Hotel & Residences New York,#28 of 479 Hotels in New York City,1095,5 Star Hotel,28 W 53rd St,"New York City, NY 10019-6106",514 reviews,45,"['All reviews', 'grand salon', 'classic king', 'la mer spa', 'prestige suite', 'evian water', 'beautiful hotel', 'new york', 'moment you arrive', 'house car', 'museum of modern art', 'mini bar', 'luxury hotel', 'park hyatt', 'beautiful room', 'favorite hotel in nyc', 'directly across the street', 'room service']"
EVEN Hotel New York - Midtown East,#52 of 479 Hotels in New York City,219,4 Star Hotel,219 E 44th St,"New York City, NY 10017-4305",640 reviews,45,"['All reviews', 'yoga mat', 'workout equipment', 'grand central station', 'conscious hotel', 'wellness hotel', 'ping pong table', 'body wash', 'new york', 'great hotel', 'great gym', 'chrysler building', 'modern hotel', 'comfortable bed', 'hotel experience', 'great shower', 'fitness center', 'bathroom door']"
The Hilton Club - New York,#175 of 479 Hotels in New York City,431,4 Star Hotel,1335 Avenue of the Americas,"36th, 37th and 38th Floors of the Hilton New York",743 reviews,45,"['All reviews', 'central park', 'owners lounge', 'time share', 'grand vacation', 'new york', 'great location', 'rockefeller center', 'radio city music hall', 'cocktail hour', 'breakfast and happy hour', 'times square', 'busy hotel', 'hard boiled eggs', 'continental breakfast', 'the executive lounge', 'main lobby', 'midtown manhattan']"
Hilton Garden Inn New York/West 35th Street,#87 of 479 Hotels in New York City,170,3 Star Hotel,63 West 35th Street,"New York City, NY 10001-2202","5,555 reviews",45,"['All reviews', 'the empire state building', 'herald square', 'penn station', 'great location', 'times square', 'new york', 'city view', 'around the corner', 'fridge and microwave', 'front desk staff', 'few blocks', 'would definitely stay here again', 'bryant park', 'coffee maker', 'corner room', 'midtown manhattan', 'high floor']"
Broadway at Times Square Hotel,#245 of 479 Hotels in New York City,175,3 Star Hotel,129 West 46th Street,"New York City, NY 10036-8502","2,214 reviews",40,"['All reviews', 'comfort inn', 'bagels', 'times square', 'great location', 'continental breakfast', 'new york', 'rooms are small', 'boiled eggs', 'stay there again', 'brick wall', 'free wifi', 'rockefeller center', 'half block', 'the breakfast area', 'queen bed', 'the hotel is clean', 'street noise']"
Carvi Hotel New York,#213 of 479 Hotels in New York City,249,3 Star Hotel,152 E 55th St,"New York City, NY 10022-4513",623 reviews,40,"['All reviews', 'no window', 'central park', 'pj clarkes', 'new york', 'small hotel', 'free wifi', 'comfortable bed', 'times square', 'stay there again', 'lexington avenue', 'walking distance', 'excellent location', 'restaurants and bars', 'stayed for nights', 'roof terrace', 'good size', 'rooms are clean']"
Hampton Inn Manhattan Grand Central,#79 of 479 Hotels in New York City,269,3 Star Hotel,231 E 43rd St,"New York City, NY 10017-4701","2,432 reviews",45,"['All reviews', 'united nations', 'front desk', 'great location', 'new york', 'the breakfast area', 'free breakfast', 'sliding door', 'hot breakfast', 'two blocks', 'breakfast staff', 'yogurt', 'chrysler building', 'times square', 'rooms are small', 'business center', 'clean hotel', 'fitness center']"
The Blakely New York,#154 of 479 Hotels in New York City,275,4 Star Hotel,136 W 55th St,Bet. 6th & 7th Avenue,"1,552 reviews",45,"['All reviews', 'black tap', 'day bed', 'central park', 'continental breakfast', 'au bon pain', 'new york', 'bagels', 'times square', 'carnegie hall', 'one bedroom suite', 'small hotel', 'sitting room', 'adjoining restaurant', 'mini kitchen', 'large bedroom', 'restaurant staff', 'street noise']"
Fairfield Inn & Suites New York Manhattan/Chelsea,#160 of 479 Hotels in New York City,197,3 Star Hotel,116 W 28th St,"New York City, NY 10001-6101",909 reviews,45,"['All reviews', 'flower district', 'penn station', 'the empire state building', 'wholesale flower', 'yogurt', 'new york', 'free breakfast', 'madison square garden', 'rooftop patio', 'the breakfast area', 'times square', 'front desk staff', 'city view', 'rooms are small', 'few blocks', 'king bed', 'convenient location']"
Hilton Garden Inn New York Times Square South,#110 of 479 Hotels in New York City,183,3 Star Hotel,326 W 37th St,"New York City, NY 10018-4208",251 reviews,45,"['All reviews', 'penn station', 'front desk', 'times square', 'great location', 'new york', 'keurig coffee maker', 'diamond member', 'javits center', 'nice property', 'lincoln tunnel', 'mini fridge', 'storage space', 'visiting nyc', 'theater district', 'highly recommend this hotel', 'walking distance', 'special thanks']"
The Surrey,#136 of 479 Hotels in New York City,387,5 Star Hotel,20 East 76th Street,"New York City, NY 10021-2643","2,018 reviews",45,"['All reviews', 'cafe boulud', 'upper east side', 'central park', 'bar pleiades', 'grand deluxe salon', 'relais chateaux', 'madison avenue', 'rooftop garden', 'new york', 'room service', 'in room dining', 'luxury hotel', 'favorite hotel', 'bottle of champagne', 'turn down service', 'wonderful hotel', 'four seasons']"
"The Lexington Hotel, Autograph Collection",#238 of 479 Hotels in New York City,280,4 Star Hotel,511 Lexington Avenue,at 48th Street,"4,407 reviews",40,"['All reviews', 'marilyn monroe', 'starbucks attached', 'irina borukhov', 'great location', 'new york', 'marriott properties', 'grand central station', 'nice lobby', 'times square', 'rooms are small', 'art deco', 'king room', 'bottled water', 'lobby area', 'rockefeller center', 'street noise', 'few blocks']"
Chambers Hotel,#131 of 479 Hotels in New York City,257,4 Star Hotel,15 W 56th St,"New York City, NY 10019-3902",692 reviews,45,"['All reviews', 'ma peche', 'milk bar', 'central park', 'boutique hotel', 'new york', 'rain shower', 'trump tower', 'corner king room', 'fifth avenue', 'small hotel', 'basic room', 'bottled water', 'bath products', 'great boutique', 'room service', 'great amenities', 'restaurant downstairs']"
"Club Quarters Hotel, Wall Street",#190 of 479 Hotels in New York City,233,4 Star Hotel,52 William St,"New York City, NY 10005-2876","1,781 reviews",40,"['All reviews', 'the financial district', 'purified water', 'stock exchange', 'new york', 'south street seaport', 'lower manhattan', 'battery park', 'staten island ferry', 'world trade center', 'statue of liberty', 'subway station', 'free wifi', 'around the corner', 'duane reade', 'queen bed', 'business traveler', 'quiet at night']"
Hotel Beacon,#54 of 479 Hotels in New York City,246,4 Star Hotel,2130 Broadway at 75th Street,"New York City, NY 10023-1724","4,225 reviews",45,"['All reviews', 'fairway market', 'upper west side', 'central park', 'viand cafe', 'small kitchenette', 'levain bakery', 'new york', 'strawberry fields', 'street subway', 'one bedroom suite', 'times square', 'laundry room', 'natural history museum', 'express train', 'lincoln center', 'short walk', 'full kitchen']"
Candlewood Suites New York City Times Square,#268 of 479 Hotels in New York City,194,3 Star Hotel,339 W. 39th Street,"New York City, NY 10018-1401","1,952 reviews",40,"['All reviews', 'free laundry', 'times square', 'port authority', 'full size refrigerator', 'new york', 'fridge freezer', 'an extended stay', 'laundry room', 'small kitchen', 'longer stay', 'clean towels', 'penn station', 'few blocks', 'coffee maker', 'the empire state building', 'queen bed', 'would definitely stay here again']"
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,#96 of 479 Hotels in New York City,229,3 Star Hotel,6 Water St,"New York City, NY 10004-2113",238 reviews,45,"['All reviews', 'the staten island ferry', 'battery park', 'great hotel', ""governor's island"", 'dead rabbit', 'charging bull', 'water street', 'front desk', 'american indian museum', 'laptop safe', 'fraunces tavern', 'brand spanking new', 'ironing board and iron', 'close to wall street', 'south street seaport', 'booked a king room', 'statue of liberty']"
Hampton Inn Manhattan-Seaport-Financial District,#256 of 479 Hotels in New York City,174,3 Star Hotel,320 Pearl St,"New York City, NY 10038-1604","1,161 reviews",40,"['All reviews', 'brooklyn bridge', 'pace university', 'pearl street', 'front desk', 'fulton st', 'battery park', 'new york', 'wall street', 'freedom tower', 'statue of liberty', 'the world trade center', 'free breakfast', 'walking distance', 'the breakfast area', 'small hotel', 'yogurt', 'would stay here again']"
The Frederick Hotel,#200 of 479 Hotels in New York City,229,4 Star Hotel,95 West Broadway,At Chambers Street,"2,151 reviews",40,"['All reviews', 'cosmopolitan hotel', 'chambers street', 'west broadway', 'subway station', 'tribeca area', 'great location', 'brooklyn bridge', 'new york', 'battery park', 'lower manhattan', 'world trade center', 'rooms are small', 'double bed', 'walking distance', 'street noise', 'the financial district', 'air conditioner']"
Embassy Suites by Hilton New York Midtown Manhattan,#229 of 479 Hotels in New York City,287,3 Star Hotel,60 W 37th St,"New York City, NY 10018-7401",222 reviews,40,"['All reviews', 'evening reception', 'the empire state building', 'made to order breakfast', 'needed extra pillows', 'order eggs', 'managers reception', 'omelette station', 'the complimentary happy hour', 'herald square subway station', 'free breakfast buffet', 'room wasn t', 'hot and cold items', 'the sofa bed', 'studio suite', 'small problem', 'sleeping area', 'midtown manhattan']"
Distrikt Hotel New York City,#91 of 479 Hotels in New York City,209,4 Star Hotel,342 West 40th Street,"New York City, NY 10018-1404","5,964 reviews",45,"['All reviews', 'port authority', 'parole office', 'times square', 'new york', 'great hotel', 'bus station', ""hell's kitchen"", 'little touches', 'hudson river', 'good size', 'free wifi', 'our honeymoon', 'coffee machine', 'central location', 'small hotel', 'big apple', 'higher floor']"
Hotel on Rivington,#228 of 479 Hotels in New York City,221,4 Star Hotel,107 Rivington St,"New York City, NY 10002-2203","1,523 reviews",40,"['All reviews', 'lower east side', 'floor to ceiling windows', 'soaking tub', 'corner king', 'steam shower', 'williamsburg bridge', 'high floor', 'new york', 'memory foam', 'bars and restaurants', 'complimentary wine', 'trendy hotel', 'the penthouse', 'turn down service', 'mini bar', 'freedom tower', 'around the corner']"
Hotel Hayden,#236 of 479 Hotels in New York City,225,4 Star Hotel,127 W 28th St,Between 6th & 7th Avenues,371 reviews,40,"['All reviews', 'flower district', 'rooftop bar', 'hotel indigo', 'great location', 'front desk', 'new york', 'nice hotel', 'subway access', 'clean rooms', 'penn station', 'the room was nice', 'light sleeper', 'enjoyed my stay', 'mini bar', 'would definitely stay here again', 'walking distance', 'continental breakfast']"
Sohotel,#208 of 479 Hotels in New York City,165,3 Star Hotel,341 Broome St,"New York City, NY 10013-4236","1,521 reviews",40,"['All reviews', 'broome street', 'great location', 'new york', 'lower east side', 'free coffee and tea', 'family room', 'soho area', 'single bed', 'rooms are small', 'cool hotel', 'street noise', 'few blocks', 'around the corner', 'boutique hotel', 'subway station', 'times square', 'lobby']"
The Manhattan at Times Square Hotel,#165 of 479 Hotels in New York City,149,4 Star Hotel,790 7th Avenue,"New York City, NY 10019-6204","10,754 reviews",40,"['All reviews', 'breakfast bar', 'times square', 'great location', 'new york', 'grab and go', 'central park', 'early check', 'rockefeller center', 'few blocks', 'mohammad', 'dolly', 'alam', 'dolores', 'manhattan', 'broadway', 'subway', 'concierge']"
Smyth Hotel,#105 of 479 Hotels in New York City,259,4 Star Hotel,85 West Broadway,"New York City, NY 10007-1045",572 reviews,45,"['All reviews', 'chambers street', 'tribeca location', 'evening bar', 'great location', 'west broadway', 'lower manhattan', 'freedom tower', 'new york', 'the world trade center', 'the financial district', 'king suite', 'subway station', 'brooklyn bridge', 'cool hotel', 'wonderful stay', 'front desk staff', 'easy access']"
Broadway Plaza Hotel,#130 of 479 Hotels in New York City,206,3 Star Hotel,1155 Broadway,"New York City, NY 10001-7516","1,552 reviews",40,"['All reviews', 'breakfast room', 'view of the empire state building', 'bagels', 'new york', 'the flat iron building', 'times square', 'tea and coffee', 'free continental breakfast', 'subway station', 'large bathroom', 'stayed here for nights', 'fourth floor', 'two queen beds', 'good size', 'few blocks', 'junior suite', 'would definitely stay here again']"
The Michelangelo Hotel,#45 of 479 Hotels in New York City,279,5 Star Hotel,152 West 51st Street,between 6th and 7th Avenues,"3,946 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'central park', 'rockefeller center', 'walk in closet', 'rooms are large', 'beautiful hotel', 'junior suite', 'turn down service', 'radio city music hall', 'sitting area', 'continental breakfast', 'street noise', 'by nyc standards', 'visit nyc', 'loved this hotel']"
Walker Hotel Greenwich Village,#103 of 479 Hotels in New York City,345,4 Star Hotel,52 W 13th St,"New York City, NY 10011-7902","1,148 reviews",45,"['All reviews', 'boutique hotel', ""murray's bagels"", 'union square', 'art deco style', 'new york', 'rooms are small', 'quiet street', 'turn down service', 'freedom tower', 'great boutique', 'room service', 'perfect location', 'the high line', 'water pressure', 'around the corner', 'two double beds', 'the empire state building']"
The Wall Street Inn,#174 of 479 Hotels in New York City,197,3 Star Hotel,9 S William St,New York,551 reviews,40,"['All reviews', 'the financial district', 'battery park', 'continental breakfast', 'bagels', 'lower manhattan', 'staten island ferry', 'fraunces tavern', 'stock exchange', 'hard boiled eggs', 'south street seaport', 'statue of liberty', 'new york', 'quaint hotel', 'restaurants and bars', 'waffle maker', 'ny times', 'corner room']"
Tryp by Wyndham New York City Times Square South,#224 of 479 Hotels in New York City,229,4 Star Hotel,345 West 35th Street,"Steps to Times Square, High-line, Etc","4,252 reviews",45,"['All reviews', 'family room', 'penn station', 'premium room', 'bunk beds', 'police station next door', 'times square', 'new york', 'madison square garden', 'quiet street', 'empire state building', 'coffee machine', 'modern hotel', 'large room', 'mini fridge', 'around the corner', 'nyc hotel', 'few blocks']"
Lotte New York Palace,#68 of 479 Hotels in New York City,475,4 Star Hotel,455 Madison Avenue,"New York City, NY 10022-6845","4,194 reviews",45,"['All reviews', ""patrick's cathedral"", 'pomme palais', 'cathedral view', 'new york', 'gossip girl', 'rockefeller center', 'room service', 'madison avenue', 'central park', 'rooms are large', 'beautiful room', 'fabulous hotel', 'the location is perfect', 'corner room', 'mini bar', 'times square', 'high floor']"
Holiday Inn Express Manhattan Midtown West,#275 of 479 Hotels in New York City,174,3 Star Hotel,538 W 48th St,"New York City, NY 10036-1102","1,207 reviews",40,"['All reviews', ""hell's kitchen"", 'times square', 'hi express', 'new york', 'the breakfast area', 'west side', 'minute walk', 'free breakfast', 'the nearest subway station', 'yogurt', 'few blocks', 'hot breakfast', 'rooms are small', 'breakfast staff', 'hotel is located', 'each morning', 'would stay again']"
Hilton New York Fashion District,#220 of 479 Hotels in New York City,220,4 Star Hotel,152 West 26th Street,"New York City, NY 10001-6975","3,674 reviews",40,"['All reviews', 'rooftop bar', 'new york', 'penn station', 'the empire state building', 'whole foods', 'front desk staff', 'the high line', 'high floor', 'chelsea market', 'times square', 'madison square garden', 'rooms are small', 'street noise', 'few blocks', 'mini bar', 'decent size', 'early check']"
Hotel 48LEX New York,#78 of 479 Hotels in New York City,246,4 Star Hotel,517 Lexington Avenue,"New York City, NY 10017-1204","1,739 reviews",45,"['All reviews', 'second floor lounge', 'corner suite', 'new york', 'wine and cheese hour', 'floor to ceiling windows', 'boutique hotel', 'grand central station', 'grand hyatt', 'mini bar', 'coffee machine', 'great boutique', 'lounge area', 'beautiful room', 'midtown manhattan', 'street noise', 'nyc hotels', 'definitely stay here again']"
The Roxy Hotel Tribeca,#14 of 479 Hotels in New York City,250,4 Star Hotel,2 Avenue of the Americas,"New York City, NY 10013-2401",879 reviews,45,"['All reviews', 'jazz club', 'live jazz', 'oyster bar', 'open atrium', 'canal street subway', 'director of guest services', 'new york', 'cool hotel', 'cool vibe', 'freedom tower', 'world trade', 'lounge area', 'greenwich village', 'the general manager', 'lower manhattan', 'amazing hotel', 'battery park']"
"The Algonquin Hotel Times Square, Autograph Collection",#237 of 479 Hotels in New York City,251,4 Star Hotel,59 W 44th St,"New York City, NY 10036","2,131 reviews",40,"['All reviews', 'blue bar', 'dorothy parker', 'hotel cat', 'literary history', 'oldest hotel', 'the blue room', 'times square', 'new york', 'rooms are small', 'red flame', 'marriott points', 'classic hotel', 'lobby lounge', 'bryant park', 'the theater district', 'street noise', 'free coffee']"
The Nolitan Hotel,#104 of 479 Hotels in New York City,275,3 Star Hotel,30 Kenmare St,"New York City, NY 10012-4613","1,007 reviews",45,"['All reviews', 'williamsburg bridge', 'kenmare street', 'balcony room', 'lower east side', 'new york', 'yoga mat', 'wine and cheese', 'rooms are small', 'manhattan skyline', 'the empire state building', 'street noise', 'walking distance', 'restaurants and shops', 'rooftop terrace', 'turn down service', 'little touches', 'every evening']"
Gramercy Park Hotel,#146 of 479 Hotels in New York City,379,4 Star Hotel,2 Lexington Avenue,"New York City, NY 10010-5487","1,556 reviews",45,"['All reviews', 'rose bar', 'maialino', 'private park', 'red velvet', 'new york', 'room service', 'union square', 'home away from home', 'hotel is beautiful', 'junior suite', 'turn down service', 'hotel bar', 'nyc hotel', 'mini bar', 'late check', 'concierge', 'aesop']"
LUMA Hotel Times Square,#25 of 479 Hotels in New York City,280,4 Star Hotel,120 W 41st St,"New York City, NY 10036-7315",512 reviews,45,"['All reviews', 'bryant park', 'whole foods', 'nespresso machine', 'sound machine', 'times square', 'usb charging', 'usb ports', 'new york', 'make up mirror', 'robes and slippers', 'modern hotel', 'pret a manger', 'every amenity', 'blow dryer', 'exceptional staff', 'king size', 'outstanding hotel']"
The Ludlow New York City,#81 of 479 Hotels in New York City,330,4 Star Hotel,180 Ludlow St,"New York City, NY 10002-1514",760 reviews,45,"['All reviews', 'dirty french', 'lower east side', ""katz's deli"", 'east village', 'russ daughters', 'queen studio', 'sweet chicken', 'new york', 'small balcony', 'cool hotel', 'restaurants and bars', 'complimentary breakfast', 'great neighborhood', 'sitting area', 'roof terrace', 'restaurant downstairs', 'rain shower']"
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,#155 of 479 Hotels in New York City,247,3 Star Hotel,325 W 33rd St,"New York City, NY 10001-2702","1,600 reviews",45,"['All reviews', 'madison square garden', 'rooftop bar', 'great location', 'new york', 'times square', 'free breakfast', 'city view', 'freedom tower', 'the breakfast area', 'yogurt', 'half block', 'king suite', 'front desk staff', 'would definitely stay here again', 'empire state building', 'the high line', 'midtown manhattan']"
